WKT_GEOM;C_COMP_MERC;INDIRIZZ;CARRAIO;FRONTE;INSEGNA;ANNO_INI;MESE_INI;TIPO_MER;DESC_RIP;DETT_RIP;CAT_MER;PREVALEN;TIPO_LOC;MQ_TOT_L;MQ_TOT_V;TIPO_ADD;NOME_ADD;SEZCENS;ZONASTAT;NCIRCO;SEZ_ELET;CAP;COORD_X;COORD_Y
POINT (1397229.838 4993343.555);CF;CORSO NOVARA 50/A;No;No;;2012;11;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Oggetti preziosi;N;123678;36;10;N;NEGOZIO;1053;24;7;699;10152;1397229,838;4993343,555
POINT (1397231.983 4993341.828);CF;CORSO NOVARA 50;No;No;;2012;2;EXTRALIMENTARI;COSE ANTICHE E USATE;Vend.ingrosso di cose antiche ed usate;Oggetti preziosi;S;119499;30;30;N;NEGOZIO;1053;24;7;699;10152;1397231,983;4993341,828
POINT (1395905.922 4990286.181);CFE;VIA NIZZA 29/H;No;No;;2021;9;EXTRALIMENTARI;GIORNALI;Vendita non esclusiva di quotidiani e periodici;Quotidiani e periodici;S;150381;25;3;N;;351;09;8;730;10125;1395905,922;4990286,181
POINT (1395905.922 4990286.181);CF;VIA NIZZA 29/H;No;No;;2021;5;MISTA;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Tabacchi;S;27311;25;10;N;NEGOZIO;351;09;8;730;10125;1395905,922;4990286,181
POINT (1395905.922 4990286.181);CF;VIA NIZZA 29/H;No;No;;2021;5;MISTA;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Alimentari;N;27311;25;10;N;NEGOZIO;351;09;8;730;10125;1395905,922;4990286,181
POINT (1396106.416 4990691.247);CF;VIA NIZZA 1;Si;No;;2024;9;ALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Panetteria;S;159090;36;34;N;;318;09;8;724;10125;1396106,416;4990691,247
POINT (1396106.416 4990691.247);CF;VIA NIZZA 1;Si;No;;2019;9;MISTA;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Minimercato;S;144561;40;40;N;NEGOZIO;318;09;8;724;10125;1396106,416;4990691,247
POINT (1396106.416 4990691.247);CF;VIA NIZZA 1;Si;No;;2006;10;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Articoli pr la casa;S;64525;230;230;N;NEGOZIO;318;09;8;724;10125;1396106,416;4990691,247
POINT (1396106.416 4990691.247);CF;VIA NIZZA 1;Si;No;;2006;10;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Abbigliamento;N;64525;230;230;N;NEGOZIO;318;09;8;724;10125;1396106,416;4990691,247
POINT (1396088.016 4990656.52);CF;VIA NIZZA 3/G;No;No;;2014;12;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Telefonia;S;131410;20;18;N;;318;09;8;724;10125;1396088,016;4990656,52
POINT (1396088.016 4990656.52);CF;VIA NIZZA 3/G;No;No;;2005;8;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Audiovisivi;S;39706;.;10;N;;318;09;8;724;10125;1396088,016;4990656,52
POINT (1396089.349 4990659.036);CF;VIA NIZZA 3;No;No;;2009;10;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Abbigliamento;S;109618;92;92;N;NEGOZIO;318;09;8;724;10125;1396089,349;4990659,036
POINT (1396089.349 4990659.036);CF;VIA NIZZA 3;No;No;;2004;1;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Abbigliamento;S;146029;90;75;N;NEGOZIO;318;09;8;724;10125;1396089,349;4990659,036
POINT (1396065.148 4990614.169);CF;VIA NIZZA 7/A;No;No;;2021;4;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;S;149196;104;90;N;NEGOZIO;325;09;8;724;10125;1396065,148;4990614,169
POINT (1396062.969 4990610.08);CF;VIA NIZZA 7;No;No;;2024;9;MISTA;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Minimercato;S;159074;42;40;N;;325;09;8;724;10125;1396062,969;4990610,08
POINT (1395963.513 4990485.678);EP;VIA NIZZA 8/B;Si;No;;2002;4;ALTRO;DIA di somministrazione;Somministrazioni generiche soggette a DIA;Nessuna;;53722;160;;;;5903;10;1;44;10125;1395963,513;4990485,678
POINT (1396053.795 4990593.609);CF;VIA NIZZA 9;Si;No;;2025;4;ALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Gastronomia;S;133652;50;50;N;NEGOZIO;325;09;8;724;10125;1396053,795;4990593,609
POINT (1396053.795 4990593.609);CF;VIA NIZZA 9;Si;No;;2013;3;ALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Pizza al taglio;S;124885;81;39;N;NEGOZIO;325;09;8;724;10125;1396053,795;4990593,609
POINT (1391853.198 4992564.794);CF;VIA GIACINTO PACCHIOTTI 91/C;No;No;;2015;1;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Cartolerie;S;17140;28;20;N;NEGOZIO;5000;50;4;0;10146;1391853,198;4992564,794
POINT (1391770.42 4992583.963);EP;VIA GIACINTO PACCHIOTTI 102;No;No;;2023;9;ALTRO;DIA di somministrazione;in scuole, ospedali, comunità religiose, caserme;Nessuna;;156259;.;;N;;4976;50;4;385;10146;1391770,42;4992583,963
POINT (1391327.218 4991041.872);CF;VIA OZIERI 4/B;No;No;;1999;4;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Articoli funerari;S;13376;.;50;N;NEGOZIO;2402;63;3;309;10142;1391327,218;4991041,872
POINT (1391325.417 4990987.359);EP;VIA OZIERI 13/A;No;No;;1997;1;ALTRO;DIA di somministrazione;nei circoli;Nessuna;;48150;103;;N;;2403;63;3;309;10142;1391325,417;4990987,359
POINT (1396099.727 4992246.633);EP;VIA DELLE ORFANE 24/D;No;No;;2017;6;ALTRO;Somministrazione;U;Nessuna;;138416;25;;N;;12;01;1;5;10122;1396099,727;4992246,633
POINT (1396099.727 4992246.633);CF;VIA DELLE ORFANE 24/D;No;No;;2016;12;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Librerie;S;137339;105;31;N;NEGOZIO;12;01;1;5;10122;1396099,727;4992246,633
POINT (1396107.319 4992263.362);CF;VIA DELLE ORFANE 26;Si;No;;2019;12;ALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Alimentari;S;145445;28;25;N;NEGOZIO;12;01;1;5;10122;1396107,319;4992263,362
POINT (1396161.221 4992390.936);CF;VIA DELLE ORFANE 27;Si;No;;2019;5;ALIMENTARI;PRODUTTORI;Vend.dettaglio di prodotti dei propri fondi;Frutta e verdura;S;143584;98;52;N;NEGOZIO;1;01;1;7;10122;1396161,221;4992390,936
POINT (1396116.188 4992284.634);CF;VIA DELLE ORFANE 28;Si;No;;2011;5;ALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Alimentari;S;115740;35;25;N;NEGOZIO;12;01;1;5;10122;1396116,188;4992284,634
POINT (1394277.211 4995081.405);CF;VIA ALFREDO ORIANI 25;No;No;;2016;1;MISTA;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Mista;S;134661;44;44;N;NEGOZIO;1964;48;5;502;10149;1394277,211;4995081,405
POINT (1397551.924 4993029.5600000005);EP;CORSO NOVARA 75/B;No;No;;1986;11;ALTRO;Somministrazione;A;Nessuna;;42493;97;;N;;1583;36;6;0;10154;1397551,924;4993029,5600000005
POINT (1397567.07954618 4993005.15454658);CF;CORSO NOVARA 77/C;Si;No;;2019;3;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Ricambi auto e accessori;S;143257;261;15;N;NEGOZIO;1583;36;6;535;10154;1397567,07954618;4993005,15454658
POINT (1397587.506 4992971.752);EP;CORSO NOVARA 79/C;No;No;;2021;1;ALTRO;Somministrazione;U;Nessuna;;148269;35;;N;;1584;36;6;535;10154;1397587,506;4992971,752
POINT (1397586.208 4992973.858);CF;CORSO NOVARA 79;No;No;;2018;5;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;S;141007;53;40;N;;1584;36;6;535;10154;1397586,208;4992973,858
POINT (1397533.35 4992961.548);AE;CORSO NOVARA 100/C;No;No;;2023;3;ALTRO;Acconciatori/estetisti;Estetica;Nessuna;;154321;38;.;N;;1000;23;7;685;10152;1397533,35;4992961,548
POINT (1397538.477 4992953.296);CF;CORSO NOVARA 102/B;No;No;;2023;12;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Autoveicoli e motoveicoli;S;156811;30;30;N;;1000;23;7;685;10152;1397538,477;4992953,296
POINT (1397538.477 4992953.296);CF;CORSO NOVARA 102/B;No;No;;2021;10;MISTA;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Alimentari;S;150526;72;43;N;NEGOZIO;1000;23;7;685;10152;1397538,477;4992953,296
POINT (1397538.477 4992953.296);CF;CORSO NOVARA 102/B;No;No;;2021;10;MISTA;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;N;150526;72;43;N;NEGOZIO;1000;23;7;685;10152;1397538,477;4992953,296
POINT (1396928.724 4993639.23);CF;CORSO NOVARA 7/B;No;No;;2025;12;ALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Alimentari annessi ad altra attività;S;159721;.;6;N;;1686;38;6;551;10155;1396928,724;4993639,23
POINT (1396934.184 4993635.401);AE;CORSO NOVARA 7;No;No;;2023;2;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;154189;23;.;N;;1686;38;6;551;10155;1396934,184;4993635,401
POINT (1396945.679 4993565.124);CF;CORSO NOVARA 14/A;No;No;;2024;10;MISTA;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Minimercato;S;159450;20;13;N;;1050;24;7;697;10152;1396945,679;4993565,124
POINT (1396017.341 4990524.726);CF;VIA NIZZA 13/F;No;No;;2012;2;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Telefonia;S;119555;50;50;N;NEGOZIO;332;09;8;725;10125;1396017,341;4990524,726
POINT (1396137.472 4995004.253);CF;VIA COSTANTINO NIGRA 23/E;No;No;;2025;12;ALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Bibite;S;161987;20;15;N;;1836;43;5;442;10147;1396137,472;4995004,253
POINT (1396144.62 4995060.763);CF;VIA COSTANTINO NIGRA 33/H;No;No;;2025;2;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Autoveicoli e motoveicoli;S;160500;40;30;N;;1828;43;5;444;10147;1396144,62;4995060,763
POINT (1396157.558 4995163.069);EP;VIA COSTANTINO NIGRA 47/A;No;No;;2009;6;             .;Somministrazione;A;Nessuna;;56461;51;;N;;1824;43;5;437;10147;1396157,558;4995163,069
POINT (1391526.076 4988698.815);EP;VIA FRANCESCO SAVERIO NITTI 6;Si;No;;2003;2;ALTRO;DIA di somministrazione;nei circoli;Nessuna;;54525;51;;;;2997;62;2;180;10137;1391526,076;4988698,815
POINT (1397838.952 4995458.734);AE;VIA NINO OXILIA 6/A;No;No;;2018;2;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;140511;46;.;N;;3031;68;6;612;10155;1397838,952;4995458,734
POINT (1397838.952 4995458.734);CF;VIA NINO OXILIA 6/A;No;No;;2020;6;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Acconciatore/Estetista;S;146696;46;2;N;NEGOZIO;3031;68;6;612;10155;1397838,952;4995458,734
POINT (1397815.137 4995470.986);CF;VIA NINO OXILIA 6/G;No;No;;2019;8;MISTA;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Mista;S;144403;.;55;N;;3031;68;6;612;10155;1397815,137;4995470,986
POINT (1397730.636 4995464.206);EP;VIA NINO OXILIA 19/B;No;No;;2019;1;             .;Somministrazione;B;Nessuna;;50797;35;;N;;3033;68;6;612;10155;1397730,636;4995464,206
POINT (1395040.713 4995689.735);CF;VIA ORBETELLO 152/B;Si;No;;2015;2;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Ricambi auto e accessori;S;132089;184;184;N;NEGOZIO;1920;46;5;472;10148;1395040,713;4995689,735
POINT (1394946.127 4995700.911);CF;VIA ORBETELLO 160/I;Si;No;;2019;5;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Autoveicoli e motoveicoli;S;143724;150;150;N;NEGOZIO;1919;46;5;472;10148;1394946,127;4995700,911
POINT (1394946.127 4995700.911);CF;VIA ORBETELLO 160/I;Si;No;;2019;5;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Vendita al dettaglio di cose antiche ed usate;N;143724;150;150;N;NEGOZIO;1919;46;5;472;10148;1394946,127;4995700,911
POINT (1396063.10065615 4992182.48900653);EP;VIA DELLE ORFANE 16/E;No;No;;2019;6;             .;Somministrazione;B;Nessuna;;53461;84;;N;;5165;01;1;5;10122;1396063,10065615;4992182,48900653
POINT (1396095.794 4992258.303);EP;VIA DELLE ORFANE 17/F;No;No;;2023;3;             .;Somministrazione;U;Nessuna;;134053;56;;N;;3109;01;1;7;10122;1396095,794;4992258,303
POINT (1395628.736 4995602.213);CF;VIA ORBETELLO 81;No;No;;2015;10;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Tessuti;S;133806;600;240;N;NEGOZIO;1813;43;5;430;10148;1395628,736;4995602,213
POINT (1397092.041 4993520.548);CF;CORSO NOVARA 21;No;No;;2025;5;EXTRALIMENTARI;FORME SPECIALI DI VENDITA;Vend.dettaglio per corrispond./TV/altro sistema;Abbigliamento;S;161675;.;.;N;;1691;38;6;550;10154;1397092,041;4993520,548
POINT (1397232.82039167 4993423.24682838);EP;CORSO NOVARA 27 bis/C;No;No;;2023;6;             .;Somministrazione;U;Nessuna;;128541;23;;N;;1609;37;6;0;10154;1397232,82039167;4993423,24682838
POINT (1392765.327 4986464.291);EP;VIA NICHELINO 7;Si;No;;2023;9;ALTRO;DIA di somministrazione;in scuole, ospedali, comunità religiose, caserme;Nessuna;;155910;100;;N;;3631;61;8;859;10135;1392765,327;4986464,291
POINT (1392778.608 4986445.048);EP;VIA NICHELINO 10/N;No;No;;2012;5;             .;Somministrazione;B;Nessuna;;49547;103;;N;;2735;61;8;858;10135;1392778,608;4986445,048
POINT (1392794.099 4986436.99);CF;VIA NICHELINO 12/D;No;No;;2001;10;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Non alimentari generici;S;32103;42;.;;NEGOZIO;2735;61;8;858;10135;1392794,099;4986436,99
POINT (1392881.982 4986391.431);CF;VIA NICHELINO 14/D;No;No;;2017;10;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Fotografia;S;139432;30;30;N;NEGOZIO;2734;61;8;856;10135;1392881,982;4986391,431
POINT (1392899.561 4986382.202);CF;VIA NICHELINO 16;No;No;;2014;3;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Articoli pr la casa;S;129137;104;90;N;;2734;61;8;856;10135;1392899,561;4986382,202
POINT (1399832.513 4993299.826);EP;VIA FEDERICO NIETZSCHE 155 int. 20;No;No;;2005;4;ALTRO;Somministrazione;A;Nessuna;;57162;142;;N;;2506;72;7;714;10132;1399832,513;4993299,826
POINT (1397537.928 4995577.612);CF;VIA NINO OXILIA 52/C;No;No;;2008;2;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Fotografia;S;19806;65;35;N;NEGOZIO;2456;68;6;606;10155;1397537,928;4995577,612
POINT (1392665.466 4989666.602);CF;VIA OSOPPO 36/L;Si;No;;2014;1;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Autoveicoli e motoveicoli;S;127874;235;200;N;NEGOZIO;3473;59;2;0;10136;1392665,466;4989666,602
POINT (1392665.466 4989666.602);CF;VIA OSOPPO 36/L;Si;No;;2014;1;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Vendita al dettaglio di cose antiche ed usate;N;127874;235;200;N;NEGOZIO;3473;59;2;0;10136;1392665,466;4989666,602
POINT (1395542.822 4995630.525);CF;VIA ORBETELLO 94;No;No;;2008;7;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Edilizia/Sanitari;S;1135;.;150;N;NEGOZIO;3340;43;5;430;10148;1395542,822;4995630,525
POINT (1395483.993 4995637.465);EP;VIA ORBETELLO 98/B;Si;No;;1997;10;ALTRO;DIA di somministrazione;nei circoli;Nessuna;;49139;40;;;;3340;43;5;0;10148;1395483,993;4995637,465
POINT (1395312.741 4995657.654);CF;VIA ORBETELLO 118;No;No;;2005;2;MISTA;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Drogheria;S;1631;50;24;N;NEGOZIO;3815;46;5;472;10148;1395312,741;4995657,654
POINT (1395312.741 4995657.654);CF;VIA ORBETELLO 118;No;No;;2005;2;MISTA;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;N;1631;50;24;N;NEGOZIO;3815;46;5;472;10148;1395312,741;4995657,654
POINT (1395255.355 4995646.315);CF;VIA ORBETELLO 123/F;Si;No;;2008;1;EXTRALIMENTARI;MEDIE STRUTTURE;Medie strutture di vendita;Extralimentari;S;12687;1000;415;N;NEGOZIO;4063;46;5;472;10148;1395255,355;4995646,315
POINT (1395263.179 4995663.481);CF;VIA ORBETELLO 124/N;Si;No;;1988;6;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;S;1261;.;42;N;NEGOZIO;3815;46;5;472;10148;1395263,179;4995663,481
POINT (1394100.911 4989733.726);EP;LARGO ORBASSANO 60 bis;No;No;;2022;5;ALTRO;Somministrazione;U;Nessuna;;152025;21;;N;;2661;35;2;84;10129;1394100,911;4989733,726
POINT (1394100.911 4989733.726);CF;LARGO ORBASSANO 60 bis;No;No;;2020;5;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;S;146487;66;29;N;NEGOZIO;2661;35;2;84;10129;1394100,911;4989733,726
POINT (1396797.876 4993627.871);CF;CORSO NOVARA 2/A;No;No;;2020;10;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Tabacchi;S;33175;32;32;N;NEGOZIO;4643;24;7;695;10152;1396797,876;4993627,871
POINT (1396797.876 4993627.871);CF;CORSO NOVARA 2/A;No;No;;2020;10;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;N;33175;32;32;N;NEGOZIO;4643;24;7;695;10152;1396797,876;4993627,871
POINT (1396912.911 4993650.32);EP;CORSO NOVARA 5/C;No;No;;2018;9;             .;Somministrazione;A;Nessuna;;57470;257;;N;;1686;38;6;551;10155;1396912,911;4993650,32
POINT (1394250.982 4994026.51);EP;VIA NOLE 72/B;No;No;;2016;12;ALTRO;DIA di somministrazione;nei circoli;Nessuna;;42537;20;;N;;1943;47;5;478;10149;1394250,982;4994026,51
POINT (1394212.138 4994003.979);EP;VIA NOLE 75;Si;No;;2021;5;ALTRO;Somministrazione;U;Nessuna;;149280;56;;N;;1949;47;4;381;10149;1394212,138;4994003,979
POINT (1394189.067 4994028.821);EP;VIA NOLE 78/D;No;No;;2014;3;             .;Somministrazione;B;Nessuna;;56922;45;;N;;4528;47;5;478;10149;1394189,067;4994028,821
POINT (1390669.16129722 4986204.29229406);EP;VIA CELESTE NEGARVILLE 8 int. 12;No;No;;2018;12;             .;Somministrazione;A+B;Nessuna;;57407;117;;N;;2785;91;2;898;10135;1390669,16129722;4986204,29229406
POINT (1390669.16129722 4986204.29229406);CF;VIA CELESTE NEGARVILLE 8 int. 12;No;No;;2023;8;MISTA;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Negozio con apparecchi automatici;S;155609;143;4;N;;2785;91;2;898;10135;1390669,16129722;4986204,29229406
POINT (1390669.16129722 4986204.29229406);CF;VIA CELESTE NEGARVILLE 8 int. 12;No;No;;2018;12;ALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Panetteria;S;18268;117;50;N;NEGOZIO;2785;91;2;898;10135;1390669,16129722;4986204,29229406
POINT (1390656.04827474 4986211.7868148);CF;VIA CELESTE NEGARVILLE 8 int. 18;No;No;;2025;3;ALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Frutta e verdura;S;161104;82;80;N;;2785;91;2;898;10135;1390656,04827474;4986211,7868148
POINT (1390604.782 4985938.164);CF;VIA CELESTE NEGARVILLE 25/I;No;No;;2025;4;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Serramenti;S;161141;19;15;N;;6759;91;2;901;10135;1390604,782;4985938,164
POINT (1390598.692 4985926.114);CF;VIA CELESTE NEGARVILLE 25/O;No;No;;2024;3;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Tabacchi;S;30729;49;35;N;NEGOZIO;6759;91;2;901;10135;1390598,692;4985926,114
POINT (1390598.692 4985926.114);CF;VIA CELESTE NEGARVILLE 25/O;No;No;;2024;3;ALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Alimentari;S;157703;46;10;N;;6759;91;2;901;10135;1390598,692;4985926,114
POINT (1399597.091 4991979.599);EP;VIA OSLAVIA 54/B;No;No;;1992;7;ALTRO;Somministrazione;B;Nessuna;;44351;71;;N;;2655;22;7;677;10153;1399597,091;4991979,599
POINT (1399638.345 4991988.539);CF;VIA OSLAVIA 56/B;No;No;;2012;11;MISTA;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Articoli per animali;S;38033;40;40;N;NEGOZIO;2658;22;7;681;10153;1399638,345;4991988,539
POINT (1399638.345 4991988.539);CF;VIA OSLAVIA 56/B;No;No;;2012;11;MISTA;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Alimenti per animali;N;38033;40;40;N;NEGOZIO;2658;22;7;681;10153;1399638,345;4991988,539
POINT (1394083.645 4989654.867);CF;LARGO ORBASSANO 68/A;No;No;;2015;1;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Elettrodomestici e/o ricambi;S;131718;56;30;N;NEGOZIO;2661;35;2;84;10129;1394083,645;4989654,867
POINT (1394083.645 4989654.867);CF;LARGO ORBASSANO 68/A;No;No;;2015;1;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Vendita al dettaglio di cose antiche ed usate;N;131718;56;30;N;NEGOZIO;2661;35;2;84;10129;1394083,645;4989654,867
POINT (1394211.131 4989698.035);AE;LARGO ORBASSANO 75 bis/C;No;No;;2025;1;             .;Acconciatori/estetisti;Acconciatori;Nessuna;;60754;47;.;N;;1195;26;1;66;10129;1394211,131;4989698,035
POINT (1395863.702 4995574.404);CF;VIA ORBETELLO 51/B;Si;No;;2024;10;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Autoveicoli e motoveicoli;S;159613;1193;78;N;;3346;43;5;0;10148;1395863,702;4995574,404
POINT (1395763.665 4995604.354);CF;VIA ORBETELLO 64;No;No;;2012;4;EXTRALIMENTARI;FORME SPECIALI DI VENDITA;Vend.dettaglio per corrispond./TV/altro sistema;Elettrodomestici e/o ricambi;S;120712;.;.;N;;3656;43;5;430;10148;1395763,665;4995604,354
POINT (1391184.919 4987636.308);CF;CORSO ORBASSANO 402 int. 4;Si;No;;2004;12;ALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Alimentari;S;14436;.;60;N;NEGOZIO;2380;62;2;176;10137;1391184,919;4987636,308
POINT (1395552.676 4992276.698);CF;VIA ALBERTO NOTA 1/C;No;No;;2002;7;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;S;21727;18;.;;NEGOZIO;179;05;1;0;10122;1395552,676;4992276,698
POINT (1395558.666 4992288.202);AE;VIA ALBERTO NOTA 1/F;No;No;;2005;5;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;62892;97;.;N;;179;05;1;0;10122;1395558,666;4992288,202
POINT (1395558.666 4992288.202);CF;VIA ALBERTO NOTA 1/F;No;No;;2005;5;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Profumeria;S;16629;2;.;N;NEGOZIO;179;05;1;0;10122;1395558,666;4992288,202
POINT (1396004.566 4993489.346);EP;LUNGO DORA NAPOLI 76;No;No;;2022;2;ALTRO;DIA di somministrazione;in scuole, ospedali, comunità religiose, caserme;Nessuna;;151386;122;;N;;1094;24;7;691;10152;1396004,566;4993489,346
POINT (1395931.378 4993554.626);CF;LUNGO DORA NAPOLI 86/A;No;No;;1989;6;EXTRALIMENTARI;MEDIE STRUTTURE;Medie strutture di vendita;Edilizia/Sanitari;S;7778;.;676;N;NEGOZIO;1093;24;7;691;10152;1395931,378;4993554,626
POINT (1395897.979 4993584.838);AE;LUNGO DORA NAPOLI 90/D;No;No;;2023;8;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;155637;28;.;N;;1093;24;7;691;10152;1395897,979;4993584,838
POINT (1395757.232 4996264.862);CF;VIA GIULIO NATTA 4;No;No;;2010;6;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Ricambi auto e accessori;S;112708;6800;86;N;NEGOZIO;3972;67;5;534;10148;1395757,232;4996264,862
POINT (1395757.232 4996264.862);CF;VIA GIULIO NATTA 4;No;No;;2010;6;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Vendita al dettaglio di cose antiche ed usate;N;112708;6800;86;N;NEGOZIO;3972;67;5;534;10148;1395757,232;4996264,862
POINT (1395878.057 4996256.328);CF;VIA GIULIO NATTA 15/A;Si;No;;2018;6;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Ricambi auto e accessori;S;141275;1160;10;N;;3972;67;5;534;10148;1395878,057;4996256,328
POINT (1391168.941 4987744.277);EP;CORSO ORBASSANO 402 int. 10 int. C;No;No;;2018;10;ALTRO;DIA di somministrazione;nei circoli;Nessuna;;142169;57;;N;;2380;62;2;176;10137;1391168,941;4987744,277
POINT (1391154.697 4987560.022);CF;CORSO ORBASSANO 414;No;No;;1996;9;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Carburanti;S;11744;21;.;;NEGOZIO;3498;62;2;176;10137;1391154,697;4987560,022
