WKT_GEOM;C_COMP_MERC;INDIRIZZ;CARRAIO;FRONTE;INSEGNA;ANNO_INI;MESE_INI;TIPO_MER;DESC_RIP;DETT_RIP;CAT_MER;PREVALEN;TIPO_LOC;MQ_TOT_L;MQ_TOT_V;TIPO_ADD;NOME_ADD;SEZCENS;ZONASTAT;NCIRCO;SEZ_ELET;CAP;COORD_X;COORD_Y
POINT (1396270.728 4990246.717);CF;VIA SILVIO PELLICO 12;Si;No;;2022;4;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Acconciatore/Estetista;S;151809;.;5;N;NEGOZIO;348;09;8;728;10125;1396270,728;4990246,717
POINT (1396270.728 4990246.717);CF;VIA SILVIO PELLICO 12;Si;No;;2018;9;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Mobili;S;141875;51;43;N;NEGOZIO;348;09;8;728;10125;1396270,728;4990246,717
POINT (1396307.855 4990240.166);EP;VIA SILVIO PELLICO 13/E;No;No;;2020;7;             .;Somministrazione;A;Nessuna;;57140;57;;N;;343;09;8;0;10125;1396307,855;4990240,166
POINT (1396294.042 4990234.448);EP;VIA SILVIO PELLICO 14/D;No;No;;2021;11;ALTRO;DIA di somministrazione;al domicilio del consumatore;Nessuna;;150713;.;;N;;348;09;8;728;10125;1396294,042;4990234,448
POINT (1396348.528 4990205.492);CF;VIA SILVIO PELLICO 16/F;No;No;;2024;2;MISTA;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Minimercato;S;157223;23;23;N;;349;09;8;734;10125;1396348,528;4990205,492
POINT (1396366.002 4990196.308);CF;VIA SILVIO PELLICO 18;Si;No;;2025;6;EXTRALIMENTARI;FORME SPECIALI DI VENDITA;Vend.dettaglio per corrispond./TV/altro sistema;Extralimentari;S;161884;.;.;N;;349;09;8;734;10125;1396366,002;4990196,308
POINT (1396366.002 4990196.308);CF;VIA SILVIO PELLICO 18;Si;No;;2021;6;MISTA;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;S;112979;45;4;N;NEGOZIO;349;09;8;734;10125;1396366,002;4990196,308
POINT (1396366.002 4990196.308);CF;VIA SILVIO PELLICO 18;Si;No;;2021;6;MISTA;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Bibite;N;112979;45;4;N;NEGOZIO;349;09;8;734;10125;1396366,002;4990196,308
POINT (1396378.258 4990189.806);CF;VIA SILVIO PELLICO 20/A;No;No;;2002;1;MISTA;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Erboristeria;S;117147;32;23;N;;349;09;8;734;10125;1396378,258;4990189,806
POINT (1396378.258 4990189.806);CF;VIA SILVIO PELLICO 20/A;No;No;;2002;1;MISTA;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;N;117147;32;23;N;;349;09;8;734;10125;1396378,258;4990189,806
POINT (1396449.278 4990165.474);EP;VIA SILVIO PELLICO 21;Si;No;;2019;7;             .;Somministrazione;B;Nessuna;;103282;41;;N;;345;09;8;734;10125;1396449,278;4990165,474
POINT (1396389.151 4990184.059);EP;VIA SILVIO PELLICO 22;Si;No;;2000;2;ALTRO;Somministrazione;B;Nessuna;;51267;37;;N;;349;09;8;734;10125;1396389,151;4990184,059
POINT (1397356.953 4992202.721);CF;VIA PARMA 59/A;No;No;;2019;11;ALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Alimentari;S;146204;41;41;N;;1028;23;7;0;10153;1397356,953;4992202,721
POINT (1397392.85 4992145.627);CF;VIA PARMA 63/B;No;No;;2014;3;ALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Frutta e verdura;S;128473;98;56;N;NEGOZIO;1029;23;7;689;10153;1397392,85;4992145,627
POINT (1398399.422 4993897.37);CF;VIA LUIGI PIETRACQUA 3/E;No;No;;2012;8;MISTA;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Mista;S;122364;46;24;N;NEGOZIO;1741;40;6;582;10154;1398399,422;4993897,37
POINT (1392298.634 4991814.269);CF;CORSO PESCHIERA 289/A;No;No;;2023;12;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;S;156671;25;25;N;;2083;51;3;286;10141;1392298,634;4991814,269
POINT (1392298.634 4991814.269);CF;CORSO PESCHIERA 289/A;No;No;;2019;6;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Articoli sanitari e ortopedici;S;144052;25;18;N;NEGOZIO;2083;51;3;286;10141;1392298,634;4991814,269
POINT (1392241.722 4991846.326);CF;CORSO PESCHIERA 295/C;No;No;;2023;11;MISTA;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Minimercato;S;156579;38;30;N;NEGOZIO;2079;51;3;286;10141;1392241,722;4991846,326
POINT (1392241.722 4991846.326);CF;CORSO PESCHIERA 295/C;No;No;;2016;4;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Elettronica;S;40471;.;30;N;;2079;51;3;286;10141;1392241,722;4991846,326
POINT (1392241.722 4991846.326);CF;CORSO PESCHIERA 295/C;No;No;;2016;4;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Vendita al dettaglio di cose antiche ed usate;N;40471;.;30;N;;2079;51;3;286;10141;1392241,722;4991846,326
POINT (1392201.924 4991868.875);CF;CORSO PESCHIERA 301/B;No;No;;1997;5;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;S;23014;12;.;;NEGOZIO;3424;51;3;286;10141;1392201,924;4991868,875
POINT (1392121.359 4991914.544);EP;CORSO PESCHIERA 309/C;No;No;;2013;6;             .;Somministrazione;A;Nessuna;;44988;93;;N;;3423;51;3;284;10141;1392121,359;4991914,544
POINT (1392935.965 4991503.242);AE;CORSO PESCHIERA 242 bis/C;No;No;;2023;1;             .;Acconciatori/estetisti;Estetica;Nessuna;;152265;64;.;N;;1415;32;3;223;10139;1392935,965;4991503,242
POINT (1396194.747 4990286.867);CF;VIA SILVIO PELLICO 4/C;No;No;;2019;6;ALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Gastronomia;S;144138;55;34;N;NEGOZIO;347;09;8;728;10125;1396194,747;4990286,867
POINT (1397091.014 4992602.254);CF;VIA PARMA 24;Si;No;;1993;8;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Ferramenta;S;1506;.;140;N;NEGOZIO;1031;23;7;686;10152;1397091,014;4992602,254
POINT (1394597.961 4990060.729);CF;VIA GIUSEPPE PIAZZI 16;Si;No;;2002;5;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Abbigliamento;S;15202;80;.;N;NEGOZIO;1171;26;1;59;10129;1394597,961;4990060,729
POINT (1392910.156 4991517.854);AE;CORSO PESCHIERA 248;No;No;;2024;5;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;158419;43;.;N;;1415;32;3;223;10139;1392910,156;4991517,854
POINT (1392884.682 4991532.291);CF;CORSO PESCHIERA 252/D;No;No;;1975;1;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;S;32898;31;.;;NEGOZIO;1415;32;3;223;10139;1392884,682;4991532,291
POINT (1392591.376 4991631.664);CF;CORSO PESCHIERA 255 scala B;No;No;;2018;1;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;S;140160;.;.;N;;2881;51;3;270;10141;1392591,376;4991631,664
POINT (1392527.693 4991671.477);AE;CORSO PESCHIERA 265 scala A;No;No;;2009;2;ALTRO;Acconciatori/estetisti;Estetica;Nessuna;;107306;148;.;N;;2882;51;3;269;10141;1392527,693;4991671,477
POINT (1393549.323 4991155.481);AE;CORSO PESCHIERA 184/B;No;No;;2017;9;ALTRO;Acconciatori/estetisti;Estetica;Nessuna;;139120;94;.;N;;1469;33;3;235;10139;1393549,323;4991155,481
POINT (1393540.963 4991160.243);AE;CORSO PESCHIERA 184/D;No;No;;2012;4;             .;Acconciatori/estetisti;Acconciatori;Nessuna;;111179;30;.;N;;1469;33;3;235;10139;1393540,963;4991160,243
POINT (1393394.551 4991192.326);EP;CORSO PESCHIERA 191/B;No;No;;2022;11;             .;Somministrazione;U;Nessuna;;130247;36;;N;;1482;33;3;248;10141;1393394,551;4991192,326
POINT (1393394.551 4991192.326);CF;CORSO PESCHIERA 191/B;No;No;;2014;8;ALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Alimentari;S;129918;87;11;N;NEGOZIO;1482;33;3;248;10141;1393394,551;4991192,326
POINT (1393390.411 4991194.747);CF;CORSO PESCHIERA 191;No;No;;2024;3;EXTRALIMENTARI;FORME SPECIALI DI VENDITA;Vend.dettaglio per corrispond./TV/altro sistema;Extralimentari;S;157610;.;.;N;;1482;33;3;248;10141;1393390,411;4991194,747
POINT (1393325.292 4991241.185);EP;CORSO PESCHIERA 193/A;No;Si;;2018;10;             .;Somministrazione;D;Nessuna;;52541;15;;N;CHIOSCO;5556;34;3;254;10141;1393325,292;4991241,185
POINT (1393456.942 4991207.421);CF;CORSO PESCHIERA 196/B;No;No;;2016;12;MISTA;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Mista;S;137202;28;20;N;NEGOZIO;1468;33;3;234;10139;1393456,942;4991207,421
POINT (1393453.307 4991209.5);AE;CORSO PESCHIERA 198/A;No;No;;1989;2;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;58142;0;.;;;1468;33;3;234;10139;1393453,307;4991209,5
POINT (1391836.3074566 4993566.03104973);CF;STRADA DELLA PELLERINA 8;No;No;;1992;9;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;S;9912;120;.;;NEGOZIO;2409;64;4;408;10146;1391836,3074566;4993566,03104973
POINT (1391809.95502945 4993561.27771437);CF;STRADA DELLA PELLERINA 11/A;Si;No;;1987;12;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;S;3057;.;34;N;NEGOZIO;4642;64;4;408;10146;1391809,95502945;4993561,27771437
POINT (1391771.064 4993675.719);EP;STRADA DELLA PELLERINA 22 int. 7;No;No;;2022;4;ALTRO;DIA di somministrazione;in scuole, ospedali, comunità religiose, caserme;Nessuna;;151882;.;;N;;2409;64;4;408;10146;1391771,064;4993675,719
POINT (1395743.82 4991004.703);AE;VIA GIUSEPPE PARINI 5;Si;No;;2023;10;ALTRO;Acconciatori/estetisti;Estetica;Nessuna;;155996;92;.;N;;143;04;1;14;10121;1395743,82;4991004,703
POINT (1394072.811 4991938.301);CF;VIA FEDERICO PAOLINI 12/F;No;No;;2025;10;EXTRALIMENTARI;FORME SPECIALI DI VENDITA;Vend.dettaglio per corrispond./TV/altro sistema;Extralimentari;S;162697;.;.;N;;1371;31;3;208;10138;1394072,811;4991938,301
POINT (1394068.567 4991940.568);CF;VIA FEDERICO PAOLINI 12;No;No;;2011;10;EXTRALIMENTARI;COSE ANTICHE E USATE;Vend.ingrosso di cose antiche ed usate;Vendita al dettaglio di cose antiche ed usate;S;118341;25;25;N;NEGOZIO;1371;31;3;208;10138;1394068,567;4991940,568
POINT (1394068.567 4991940.568);CF;VIA FEDERICO PAOLINI 12;No;No;;2011;10;EXTRALIMENTARI;COSE ANTICHE E USATE;Vend.ingrosso di cose antiche ed usate;Autoveicoli e motoveicoli;N;118341;25;25;N;NEGOZIO;1371;31;3;208;10138;1394068,567;4991940,568
POINT (1393413.35 4991232.407);CF;CORSO PESCHIERA 202 bis/B;No;No;;1982;5;ALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Panificio;S;25271;30;.;N;NEGOZIO;1468;33;3;234;10139;1393413,35;4991232,407
POINT (1393999.743 4990900.152);CF;CORSO PESCHIERA 146;No;No;;1999;7;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;S;24013;60;.;N;NEGOZIO;3292;33;3;240;10138;1393999,743;4990900,152
POINT (1393818.877 4990951.78);AE;CORSO PESCHIERA 161/A;No;No;;1979;9;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;59207;0;.;;;3295;33;3;246;10141;1393818,877;4990951,78
POINT (1393778.734 4990974.682);CF;CORSO PESCHIERA 163;Si;No;;2010;6;MISTA;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Mista;S;112547;21;12;N;NEGOZIO;1496;33;3;246;10141;1393778,734;4990974,682
POINT (1394419.704833 4993209.21900652);CF;VIA ALESSANDRO PARAVIA 7;No;No;;1987;5;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;S;2073;76;.;;NEGOZIO;617;16;4;322;10144;1394419,704833;4993209,21900652
POINT (1395064.422 4993285.065);CF;VIA PIANFEI 9;No;No;;2013;5;ALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Frutta e verdura;S;125384;38;38;N;NEGOZIO;1120;25;4;350;10144;1395064,422;4993285,065
POINT (1395759.255 4992186.727);EP;VIA PIAVE 5/A;No;No;;2021;7;ALTRO;Somministrazione;U;Nessuna;;149927;25;;N;;182;05;1;23;10122;1395759,255;4992186,727
POINT (1394663.13 4990153.428);CF;VIA GIUSEPPE PIAZZI 5;Si;No;;2024;3;ALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Alimentari;S;157574;77;77;N;;1165;26;1;58;10129;1394663,13;4990153,428
POINT (1394649.40041792 4990127.03552373);CF;VIA GIUSEPPE PIAZZI 7/D;No;No;;2024;3;MISTA;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Mista;S;101195;208;147;N;NEGOZIO;1165;26;1;58;10129;1394649,40041792;4990127,03552373
POINT (1394638.544 4990105.951);CF;VIA GIUSEPPE PIAZZI 7 bis/A;No;No;;2019;9;MISTA;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Librerie;S;24516;80;.;N;NEGOZIO;1172;26;1;0;10129;1394638,544;4990105,951
POINT (1394638.544 4990105.951);CF;VIA GIUSEPPE PIAZZI 7 bis/A;No;No;;2019;9;MISTA;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Alimentari;N;24516;80;.;N;NEGOZIO;1172;26;1;0;10129;1394638,544;4990105,951
POINT (1393752.641 4990989.567);EP;CORSO PESCHIERA 167/A;No;No;;2021;6;             .;Somministrazione;A;Nessuna;;56219;81;;N;;1496;33;3;246;10141;1393752,641;4990989,567
POINT (1393791.28 4991018.206);CF;CORSO PESCHIERA 168/A;No;No;;1994;11;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;S;37328;40;40;N;NEGOZIO;1474;33;3;239;10138;1393791,28;4991018,206
POINT (1393766.882 4991032.046);CF;CORSO PESCHIERA 170;Si;No;;2024;5;ALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Panetteria;S;158282;72;36;N;;1474;33;3;239;10138;1393766,882;4991032,046
POINT (1393766.882 4991032.046);CF;CORSO PESCHIERA 170;Si;No;;2021;10;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;S;150370;100;100;N;NEGOZIO;1474;33;3;239;10138;1393766,882;4991032,046
POINT (1393728.153 4991003.521);EP;CORSO PESCHIERA 171/C;No;No;;1984;5;ALTRO;DIA di somministrazione;nei circoli;Nessuna;;42216;54;;;;1496;33;3;246;10141;1393728,153;4991003,521
POINT (1393567.186 4991094.761);CF;CORSO PESCHIERA 175/B;Si;No;;2022;5;EXTRALIMENTARI;FORME SPECIALI DI VENDITA;Vend.dettaglio per corrispond./TV/altro sistema;Extralimentari;S;152121;.;.;N;;1485;33;3;0;10141;1393567,186;4991094,761
POINT (1393567.186 4991094.761);CF;CORSO PESCHIERA 175/B;Si;No;;2022;5;EXTRALIMENTARI;FORME SPECIALI DI VENDITA;Vend.dettaglio per corrispond./TV/altro sistema;Vendita al dettaglio di cose antiche ed usate;N;152121;.;.;N;;1485;33;3;0;10141;1393567,186;4991094,761
POINT (1393489.847 4991138.559);CF;CORSO PESCHIERA 181;Si;No;;2000;4;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;S;25046;40;.;;NEGOZIO;1484;33;3;247;10141;1393489,847;4991138,559
POINT (1392197.366 4985841.019);CF;VIA CESARE PAVESE 9;No;No;;2014;5;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;S;129271;52;4;N;NEGOZIO;2782;90;2;892;10135;1392197,366;4985841,019
POINT (1396076.203 4994210.82);CF;VIA PAVONE 1/E;No;No;;2023;3;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Abbigliamento;S;154475;170;170;N;NEGOZIO;1806;42;5;427;10147;1396076,203;4994210,82
POINT (1393908.692 4987810.934);CF;VIA PASQUALE PAOLI 43/A;No;No;;2002;2;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Elettronica;S;129071;60;25;N;NEGOZIO;2920;56;8;795;10134;1393908,692;4987810,934
POINT (1393864.038 4987717.687);AE;VIA PASQUALE PAOLI 55/A;No;No;;2012;10;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;123138;24;.;N;;2209;56;8;0;10134;1393864,038;4987717,687
POINT (1393864.038 4987717.687);CF;VIA PASQUALE PAOLI 55/A;No;No;;2012;10;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Acconciatore/Estetista;S;123178;35;24;N;NEGOZIO;2209;56;8;0;10134;1393864,038;4987717,687
POINT (1394118.81 4991907.481);CF;VIA FEDERICO PAOLINI 6/C;No;No;;2009;5;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;S;108499;70;45;N;NEGOZIO;1371;31;3;208;10138;1394118,81;4991907,481
POINT (1394572.317 4991935.83);CF;VIA PIETRO PALMIERI 52/C;No;No;;2000;7;ALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Pasticceria;S;14164;.;66;N;NEGOZIO;753;17;3;197;10138;1394572,317;4991935,83
POINT (1394555.775 4991877.553);CF;VIA PIETRO PALMIERI 57;No;No;;1975;1;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;S;35156;13;.;;NEGOZIO;760;17;3;199;10138;1394555,775;4991877,553
POINT (1395781.111 4989899.74);CF;VIA NIZZA 45/B;No;No;;2009;4;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Numismatica e filatelia;S;108457;24;24;N;NEGOZIO;846;19;8;745;10125;1395781,111;4989899,74
POINT (1395781.111 4989899.74);CF;VIA NIZZA 45/B;No;No;;2009;4;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Vendita al dettaglio di cose antiche ed usate;N;108457;24;24;N;NEGOZIO;846;19;8;745;10125;1395781,111;4989899,74
POINT (1395623.877 4989439.213);CF;VIA NIZZA 50;Si;No;;2021;3;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Oggetti preziosi;S;148908;28;28;N;NEGOZIO;875;19;8;751;10126;1395623,877;4989439,213
POINT (1395623.877 4989439.213);CF;VIA NIZZA 50;Si;No;;2005;2;EXTRALIMENTARI;COSE ANTICHE E USATE;Vend.ingrosso di cose antiche ed usate;Oggetti preziosi;S;120779;.;15;N;;875;19;8;751;10126;1395623,877;4989439,213
POINT (1396018.473 4990526.837);CF;VIA NIZZA 13;No;No;;2013;4;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Abbigliamento;S;125175;96;86;N;NEGOZIO;332;09;8;725;10125;1396018,473;4990526,837
POINT (1396018.473 4990526.837);CF;VIA NIZZA 13;No;No;;1999;6;MISTA;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Alimentari;S;26978;188;.;;NEGOZIO;332;09;8;725;10125;1396018,473;4990526,837
POINT (1396018.473 4990526.837);CF;VIA NIZZA 13;No;No;;1999;6;MISTA;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;N;26978;188;.;;NEGOZIO;332;09;8;725;10125;1396018,473;4990526,837
POINT (1395975.117 4990459.041);CF;VIA NIZZA 17 bis/F;No;No;;2019;12;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;S;145535;79;79;N;NEGOZIO;339;09;8;725;10125;1395975,117;4990459,041
POINT (1395967.433 4990444.447);CF;VIA NIZZA 19;Si;No;;1985;7;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Articoli sanitari e ortopedici;S;4246;.;55;N;NEGOZIO;339;09;8;725;10125;1395967,433;4990444,447
POINT (1395967.433 4990444.447);CF;VIA NIZZA 19;Si;No;;2018;5;MISTA;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Alimentari;S;141099;151;151;N;NEGOZIO;339;09;8;725;10125;1395967,433;4990444,447
POINT (1395967.433 4990444.447);CF;VIA NIZZA 19;Si;No;;2018;5;MISTA;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;N;141099;151;151;N;NEGOZIO;339;09;8;725;10125;1395967,433;4990444,447
POINT (1395967.433 4990444.447);CF;VIA NIZZA 19;Si;No;;2014;10;MISTA;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Mista;S;130692;41;34;N;NEGOZIO;339;09;8;725;10125;1395967,433;4990444,447
POINT (1395967.433 4990444.447);CF;VIA NIZZA 19;Si;No;;2011;12;MISTA;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Mista;S;118336;193;162;N;NEGOZIO;339;09;8;725;10125;1395967,433;4990444,447
POINT (1395948.088 4990407.698);EP;VIA NIZZA 23/A;No;No;;2018;10;ALTRO;Somministrazione;U;Nessuna;;141994;24;;N;;339;09;8;725;10125;1395948,088;4990407,698
POINT (1395933.609 4990379.576);CF;VIA NIZZA 25/A;No;No;;2015;10;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Abbigliamento;S;133836;376;240;N;NEGOZIO;339;09;8;725;10125;1395933,609;4990379,576
POINT (1395931.529 4990372.5600000005);CF;VIA NIZZA 25/C;No;No;;2005;11;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Phone center;S;41197;.;36;N;;339;09;8;725;10125;1395931,529;4990372,5600000005
POINT (1395921.004 4990337.09);EP;VIA NIZZA 27/E;No;No;;2023;11;             .;Somministrazione;B;Nessuna;;142501;84;;N;;339;09;8;725;10125;1395921,004;4990337,09
POINT (1397700.858 4993337.818);EP;VIA GIOVANNI PACINI 28;No;No;;2023;8;ALTRO;DIA di somministrazione;in scuole, ospedali, comunità religiose, caserme;Nessuna;;155790;48;;N;;3310;37;6;547;10154;1397700,858;4993337,818
POINT (1392239.03435308 4992559.74884247);EP;VIA GIACINTO PACCHIOTTI 50/B;No;No;;2021;12;             .;Somministrazione;B;Nessuna;;132258;35;;N;;2031;50;4;398;10146;1392239,03435308;4992559,74884247
POINT (1392094.862 4992552.233);AE;VIA GIACINTO PACCHIOTTI 63/D;No;No;;2021;4;ALTRO;Acconciatori/estetisti;Acconciatori/estetisti;Nessuna;;149109;85;.;N;;3614;50;4;0;10146;1392094,862;4992552,233
POINT (1392094.862 4992552.233);CF;VIA GIACINTO PACCHIOTTI 63/D;No;No;;2024;12;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Abbigliamento;S;159979;.;5;N;;3614;50;4;0;10146;1392094,862;4992552,233
POINT (1395776.453 4985860.783);EP;VIA ORISTANO 24;Si;No;;2017;4;ALTRO;DIA di somministrazione;nei circoli;Nessuna;;138199;74;;N;;6722;69;8;772;10133;1395776,453;4985860,783
POINT (1396534.702 4990386.003);EP;VIA ORMEA 6/C;No;No;;2023;5;             .;Somministrazione;U;Nessuna;;144640;52;;N;;330;09;8;731;10125;1396534,702;4990386,003
POINT (1396534.702 4990386.003);CF;VIA ORMEA 6/C;No;No;;2024;7;ALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Alimentari;S;158663;75;2;N;NEGOZIO;330;09;8;731;10125;1396534,702;4990386,003
POINT (1396530.724 4990378.685);EP;VIA ORMEA 6;Si;No;;2018;2;ALTRO;Somministrazione;U;Nessuna;;140270;49;;N;;330;09;8;731;10125;1396530,724;4990378,685
POINT (1396522.357 4990363.29);EP;VIA ORMEA 6 bis/C;No;No;;2025;2;ALTRO;DIA di somministrazione;al domicilio del consumatore;Nessuna;;160562;.;;N;;330;09;8;731;10125;1396522,357;4990363,29
POINT (1396522.357 4990363.29);EP;VIA ORMEA 6 bis/C;No;No;;2019;10;ALTRO;Somministrazione;U;Nessuna;;144768;66;;N;;330;09;8;731;10125;1396522,357;4990363,29
POINT (1396522.357 4990363.29);EP;VIA ORMEA 6 bis/C;No;No;;2019;11;             .;Somministrazione;B;Nessuna;;118099;54;;N;;330;09;8;731;10125;1396522,357;4990363,29
POINT (1396512.083 4990344.388);CF;VIA ORMEA 8/D;No;No;;1986;8;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Oggetti preziosi;S;114603;32;22;N;;330;09;8;731;10125;1396512,083;4990344,388
POINT (1396512.083 4990344.388);CF;VIA ORMEA 8/D;No;No;;2025;2;EXTRALIMENTARI;FORME SPECIALI DI VENDITA;Vend.dettaglio per corrispond./TV/altro sistema;Extralimentari;S;160708;.;.;N;;330;09;8;731;10125;1396512,083;4990344,388
POINT (1396480.817 4990286.171);CF;VIA ORMEA 12/D;No;No;;2016;4;MISTA;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Abbigliamento;S;135465;50;50;N;NEGOZIO;337;09;8;731;10125;1396480,817;4990286,171
POINT (1396480.817 4990286.171);CF;VIA ORMEA 12/D;No;No;;2016;4;MISTA;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Alimentari;N;135465;50;50;N;NEGOZIO;337;09;8;731;10125;1396480,817;4990286,171
POINT (1397215.479 4993355.123);CF;CORSO NOVARA 46;Si;No;;2019;6;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Complementi d'arredo;S;143899;232;209;N;NEGOZIO;1053;24;7;699;10152;1397215,479;4993355,123
POINT (1397229.838 4993343.555);CF;CORSO NOVARA 50/A;No;No;;2012;11;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Vendita al dettaglio di cose antiche ed usate;S;123678;36;10;N;NEGOZIO;1053;24;7;699;10152;1397229,838;4993343,555
